Farm_name,City,State,Last_updated,Association_memberships,farm_count,Naturally_grown,GAP_cert,Cert_organic,Cert_natgrown,IPM,ROP_cert,Demeter_cert,animal_welfare,grass_fed,conventional,transitional,kosher,halaal
Pine Hill Farm,Chester,New York,3/26/2011,"
Northeast Organic Farming Association (NOFA)
",1,0,0,0,1,1,0,0,0,0,1,0,0,0
Pine Hill/stoney Point Orchard,Loomis,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Hills Farm,Chewelah,Washington,2/7/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pine Island Botanicals / The Sprout Queen,Bokeelia,Florida,8/17/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pine Island Farm,Laurelville,Ohio,2/27/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Mountain Buffalo Ranch,Bend,Oregon,11/5/2013,"
Slow Food USA ()
American Pastured Poultry Producers (APPPA)
",1,1,0,0,1,1,0,0,0,1,0,0,1,0
Pine Mountain Hatchery,Springville,Alabama,3/12/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Mountain Homestead,Pine,Colorado,4/21/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pine Ridge Farm,Weston,Oregon,6/13/2006,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Pine Run Family Farm, LLC",Conneautvile,Pennsylvania,3/13/2013,"
Pasa Sustainable Agriculture ()
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pine Run Gardens,Linden,Pennsylvania,1/14/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Tar Patch,Thomasville,Georgia,3/22/2018,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Pine Valley Produce,New Waverly,Texas,6/4/2013,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pine Valley Ranch,Auburn,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine View Yarn,New Hartford,New York,4/14/2011,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pine and Prairie Trading Post,Montevideo,Minnesota,9/5/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineberry Farm,Silverwood,Michigan,7/3/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pinefall Farm,Ten Mile,Tennessee,6/12/2008,"
Southern SAWG (SSAWG)
",1,1,0,0,1,0,0,0,0,0,0,0,0,0
Pinehold Gardens,Oak Creek,Wisconsin,2/8/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinehurst Farm,Daleville,Indiana,5/2/2016,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Pinelog Family Farms,Fairmount,Georgia,8/29/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineo Family Farm,Sterling,Massachusetts,1/12/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineshine Farms,Saint James City,Florida,4/15/2021,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Piney Acres Farm,Fortville,Indiana,2/20/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piney Hill Acres,Kernersville,North Carolina,4/2/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piney River Farms LLC,Arrington,Virginia,5/30/2012,,1,1,0,1,0,0,0,0,1,1,0,0,1,1
Piney Woods Ranch,Winnsboro,Texas,1/28/2015,"
Certified Naturally Grown (CNG)
Southern SAWG (SSAWG)
Texas Organic Farmers & Gardeners Association (TOFGA)
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,1,0,0,0,0,1,0,0,0,0
Pink Barn Farm,Sebastopol,California,11/1/2019,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Bee Lady,Leawood,Kansas,8/16/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pink Elephant Farm & Kitchen,Smithfield,Kentucky,2/15/2017,"
Slow Food USA ()
Organic Association of Kentucky (OAK)
",1,1,0,0,0,1,0,0,0,1,0,1,0,0
Pink House Farm,Mineral,Virginia,11/15/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pinnacle Farm,New Hampton,New Hampshire,5/5/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pinnacle Farms,Roslin,Nova Scotia,1/4/2014,,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Pinner Creek Organics,Hilo,Hawaii,12/22/2004,"
California Certified Organic Farmers (CCOF)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pioneer Fresh Greens,Tarpon Springs,Florida,3/17/2022,"
Certified Naturally Grown (CNG)
",1,1,0,1,1,0,0,0,0,0,0,0,0,0
Pioneer Produce,PALOUSE,Washington,3/22/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pioneers Salves and Such,St Maries,Idaho,1/8/2022,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Pipe Dream Farm,Bowersville,Georgia,2/20/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Piper Farms LLC,Racine,Wisconsin,1/1/2014,,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Pippinarrow Cottage Farm,Shelby County,Alabama,11/17/2020,"
The Livestock Conservancy ()
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Pirate Pastures,Rhodes,Michigan,12/10/2020,"
Farmer Veteran Coalition (FVC)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pisga Organics - Food grown with love.,Salinas,California,4/29/2014,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pitch Pine Farm,Penrose,North Carolina,2/27/2018,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pitchfork Farm,Burlington,Vermont,1/18/2018,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pitspone Farm,South Brunswick,New Jersey,10/17/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitter Patter Acres,saint stephens church,Virginia,4/13/2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitts Cherry Farm,North ogden,Utah,6/5/2019,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pitts High View Ranch,Crandon,Wisconsin,6/14/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsford Heritage Farms,Pittsford,Michigan,10/23/2015,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Places Homegrown,,Iowa,4/19/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Placid Farms,Emmett,Kansas,2/19/2015,,1,1,0,0,0,0,0,0,0,1,0,0,1,1
Plaid Piper Farm LLC,Branchville,New Jersey,8/7/2017,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Plain Wayne Farms,Denton,Maryland,1/7/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plainfield Produce,Davis,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plainfield Produce,Woodland,California,5/5/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Plainsong Farm,Rockford,Michigan,1/23/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Plainsong Farm,Harmony,Minnesota,3/16/2013,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Plainview,Mt Gilead,Ohio,9/25/2012,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Plan B Organic Farms,Branchton,Ontario,4/17/2013,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Planet Earth Diversified,Stanardsville,Virginia,2/20/2013,"
Virginia Association for Biological Farming (VABF)
Southern SAWG (SSAWG)
Slow Food USA ()
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Planet Goat,Rush Valley,Utah,2/9/2015,"
Slow Food USA ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Plant It Forward,Houston,Texas,11/1/2019,"
Texas Organic Farmers & Gardeners Association (TOFGA)
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Plant Love Homestead,Fallon,Nevada,4/10/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Planted Earth Vegetables,DeLand,Florida,7/31/2013,,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Planted Palette,Macomb,Illinois,9/12/2012,,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Planting Peace Farm,Mason,Michigan,3/5/2014,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Plantmasters,Laytonsville,Maryland,3/24/2016,,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Plants For The People,Redway,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plants by Mel,Elk Creek,California,10/31/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plato Dale Farm,Arcade,New York,3/2/2015,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Plato's Harvest Organic Farm,middleboro,Massachusetts,2/10/2015,,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Plattin Valley Farms,Festus,Missouri,4/9/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Platypus Flats Ranch,Shawano,Wisconsin,8/13/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Plauche Farms,Dorchester,Texas,6/20/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Acres,Ladysmith,Wisconsin,6/29/2009,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Acres Farm,New Berlin,New York,7/2/2019,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pleasant Fields Farm,Hanover,Virginia,10/13/2018,,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Pleasant Grove Farms,Pleasant Grove,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Farm,Ceresco,Michigan,5/4/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pleasant Home Premium Pork,Wolcott,Indiana,12/6/2013,"
National Farm To School Network (FTS)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Pleasant Meadow Creamery,Sagle,Idaho,12/16/2019,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Pleasant Meadows Farms,Charlotte,Michigan,10/18/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Pastures Beef,Hull,Iowa,4/13/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Pond Farm,Smithsburg,Maryland,3/9/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Ridge Organic Farm,Poughquag,New York,5/31/2011,,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Pleasant Row Orchard,Cuba,Illinois,10/20/2005,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Valley Acres,Cumberland,Maine,1/21/2015,"
Maine Organic Farmers and Gardeners Association (MOFGA)
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,1,0,0
Pleasant Valley Botanicals,West Granby,Connecticut,2/27/2018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Valley Farm,Mansfield,Missouri,7/19/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pleasant Valley Farm,Reno,Nevada,10/6/2017,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Pleasant Valley Farm,Hillsborough,New Jersey,8/21/2013,,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Pleasant Valley Farm,Argyle,New York,8/4/2012,"
Northeast Organic Farming Association (NOFA)
Certified Naturally Grown (CNG)
",1,0,0,0,1,0,0,0,0,0,0,0,0,0
Pleasant Valley Gardens,Methuen,Massachusetts,2/23/2012,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Pleasant Valley Poultry,Baltic,Ohio,2/1/2022,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pleasant View Farm,Altamont,New York,3/20/2021,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pleasant View Greenhouse,Bellevue,Michigan,12/5/2017,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Pleasantrees Farm,Hopkins,Michigan,7/3/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pleasants Valley Iris Farm,Vacaville,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasants Vally Iris Farm,Vacaville,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasantview Farm,Piffard,New York,2/10/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please select:,East Dover,Vermont,7/25/2018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Plentiful Visions Farm,Glenwood,Minnesota,3/5/2013,,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Plenty Farm,Grayland,Washington,3/1/2022,,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Plot Twist Farm,Guys Mills,Pennsylvania,10/15/2019,"
National Young Farmers Coalition (NYFC)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Plough & Stars Farm,Columbia City,Indiana,3/3/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plough In the Stars Farm,Ipswich,Massachusetts,1/21/2014,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ploughshare Farm,Parkers Prairie,Minnesota,3/28/2016,"
Land Stewardship Project (LSP)
Sustainable Farming Association of MN (SFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Plow Creek Farm,Tiskilwa,Illinois,6/5/2016,,1,1,0,0,1,0,0,0,0,1,0,0,0,0
"Plow and Stars Farm, LLC",Poolesville,Maryland,1/16/2020,"
Certified Naturally Grown (CNG)
Future Harvest (CASA)
",1,1,0,0,1,0,0,0,0,1,0,0,0,0
Plowbreak Farm,Burdett,New York,8/10/2018,"
Certified Naturally Grown (CNG)
",1,1,0,0,1,1,0,0,0,0,0,0,0,0
Plowshare Farm,Oregon City,Oregon,7/16/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plowshares Community Farm,Longmont,Colorado,4/2/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Plum Blossom Farm,Cloverdale,California,8/5/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Plum Creek Farm,Valley City,Ohio,4/12/2018,"
Slow Food USA ()
Organic Crop Improvement Association (OCIA)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,1,0,0
Plum Possum Farm,Lincoln,California,10/27/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plum Prairie Creamery,Chino Valley,Arizona,1/11/2018,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Plum River Farm,Pearl City,Illinois,9/30/2015,,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Plum Serenity Farm,Chimacum,Washington,2/27/2014,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Plumb Rocky Farm,West Winfield,New York,1/10/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Plymouth County Farm,Plymouth,Massachusetts,5/8/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PnD Organic Beef,Chehalis,Washington,7/13/2009,"
Tilth Alliance ()
",1,1,0,1,0,0,0,0,0,1,0,0,0,0
Po Man Farms,Atmore,Alabama,3/7/2014,,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Pockerchicory Farms,Union Grove,North Carolina,6/25/2014,,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Pocket Meadow Farm,Portland,Oregon,9/28/2013,,1,1,0,0,0,0,0,0,0,0,0,1,0,1
Pockets Full of Pansies,Eastpoint,Florida,3/11/2012,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Pohlar Family Farm,Stoddard,Wisconsin,8/9/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poindexter Farms Strawberries,Wheeler,Michigan,6/5/2014,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Point Reyes Oyster Company,Tomales,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Point of View Farm,Stanfordville,New York,11/22/2013,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
PointSixFour Farms,Summerville,Georgia,3/4/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokeberry Farm,Armuchee,Georgia,4/29/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Poker Hill Farm,Chase City,Virginia,6/19/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Poland Family Farm,Hartford,Michigan,10/15/2013,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Polar patch produce,Athens,Wisconsin,9/19/2017,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
PoleStar Farm,Trumansburg,New York,3/28/2016,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Polecat Mountain Farm,Oxford,North Carolina,1/26/2006,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Polecat Pines Mushroom Farm, LLC",Hiram,Ohio,8/14/2013,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Polk Old Spots,Polk,Ohio,6/1/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Polka Dot Pastures,Luxemburg,Wisconsin,3/9/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pollinator Produce Partners,Duffield,Virginia,2/23/2017,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Polliwog Farm,Ypsilanti,Michigan,9/17/2012,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Polo Palm nursery,Haiku,Hawaii,3/12/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Poly Pack, Cal Poly Pomona University",Pomona,California,3/2/2018,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Polyface Farm,Swoope,Virginia,5/25/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pomeroy Eggs,Pomeroy,Washington,4/4/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pomona Fruit Farm,Coldspring,Texas,6/23/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pomponio Ranch Meat,San Gregorio,California,9/9/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pond Woods Farm LLC,Augusta,West Virginia,2/22/2013,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ponderosa Plains Farm,Elizabeth,Colorado,1/18/2021,"
United States Lavender Growers Association (USLGA)
",1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ponderosa Plantation,Trenton,South Carolina,1/30/2013,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Ponderosa Poultry,Parker,Colorado,4/7/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Ponderosa Poultry,Emmaus,Pennsylvania,10/11/2013,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ponduce Farms,Numidia,Pennsylvania,3/30/2016,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Pono Farm and Fine Meats,Bend,Oregon,3/23/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PooFoot Farms,Victor,Montana,6/19/2011,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Poor House Hill,Martinsburg,West Virginia,10/4/2013,,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Poor Richard's Farm,janesville,Wisconsin,2/26/2022,"
National Farm To School Network (FTS)
Buy Fresh, Buy Local ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
"Poorman Family Farms, LLC",Darby,Florida,6/21/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poormans Farm,Tontitown,Arkansas,3/14/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pop Pop's Garlic,Rio,Wisconsin,3/2/2018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pop's Old Place,Hurlock,Maryland,1/10/2016,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pope Family Products,Tucson,Arizona,6/17/2016,,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Pope Valley Fruit,Pope Valley,California,4/17/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poplar Creek Farm,Raleigh,North Carolina,1/4/2010,,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Poplar Creek Pastured Poultry,Baltimore,Ohio,8/5/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Poplar Ridge Farm,Waxhaw,North Carolina,2/8/2017,"
Slow Food USA ()
Organic Crop Improvement Association (OCIA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Poplar Spring Farm, LLC",South Boston,Virginia,2/21/2017,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Poplar Springs Farm,Ranger,Georgia,6/21/2011,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Poplar Wood Farm,Port Murray,New Jersey,7/14/2017,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Poplin Farms, Inc.",Albemarle,North Carolina,6/18/2012,"
Certified Naturally Grown (CNG)
",1,1,0,0,1,0,0,0,1,1,0,0,0,0
Poppy Creek Farm,Bryant,Alabama,3/12/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pork & Plants,Altura,Minnesota,1/3/2014,"
Land Stewardship Project (LSP)
Slow Food USA ()
",1,1,0,1,0,1,0,0,0,1,0,0,0,0
Pork Hill Farm,Ossipee,New Hampshire,1/31/2014,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Pork On A Fork,Phoenix,Arizona,4/24/2012,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,1,0,0,0,0,0
Pork Palace,Gaviota,California,5/5/2020,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Port Hudson Organics,Zachary,Louisiana,3/6/2015,,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Port Madison Community Shellfish Farm,Bainbridge Island,Washington,4/28/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Port Williams Lavender Farm,Sequim,Washington,8/2/2011,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Portage River Farm,Pinckney,Michigan,4/5/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Porter Creek Vineyards,Healdsburg,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Porter Farms Organic Farm,Elba,New York,2/8/2022,"
Northeast Organic Farming Association (NOFA)
",1,0,1,1,0,0,0,0,0,0,0,0,0,0
Porter Hill Farm,Farmington,Maine,4/16/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Porter's Patch,Bonduel,Wisconsin,9/21/2021,"
Wisconsin Agricultural Tourism Association (WATA)
",1,1,0,0,0,1,0,0,0,0,1,0,0,0
Porters Community Farm,Gainesville,Florida,2/13/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Portland Eggs,Portland,Oregon,11/30/2020,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Possum Spring Farm,Wendell,North Carolina,12/14/2009,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Possum Tail Farm,Terra Alta,West Virginia,3/24/2016,"
Certified Naturally Grown (CNG)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,1,0,0,0,0,1,0,0,0,0
Possum Trot Farm,Rydal,Georgia,2/17/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Post Oak Farms,Rayle,Georgia,3/5/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Post Oak Produce,Brownstown,Illinois,11/22/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Post St. Farm,Franklin Springs,New York,6/13/2022,"
Association of Specialty Cut Flower Growers (ASCFG)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
PotBelly Acres,Marengo,Illinois,4/21/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Potowat Farm, United Indian Health Services (uihs)",Arcata,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Potter's Farm,Pine Grove,Pennsylvania,11/8/2015,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Potter's Field,Frazeysburg,Ohio,4/25/2010,,1,1,0,0,1,1,0,0,0,1,0,0,0,0
Potter's Produce,Blue Lake,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Potter's Ranch,Mayhill,New Mexico,10/8/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Potter8ranch,Loyalton,California,2/13/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poultney Meadows Farm,Poultney,Vermont,1/26/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poultry Junction Farms,Stanley,North Carolina,9/11/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Poultry Peeps Farm,Belden,Mississippi,7/27/2012,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Poverty Acres,Washington Court House,Ohio,8/7/2012,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Poverty Hollow CSA,Millwood,Virginia,6/1/2020,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Poverty Knob Enterprise,Murdock,Kansas,5/25/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Poverty Knob Farm,Keosauqua,Iowa,5/5/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Powder Creek Ranch,Beaver,Oregon,5/20/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Powell Farms, LLC",Denton,Texas,7/22/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Powell's Produce,Turkey,North Carolina,7/3/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Power of Love Growth Ministry,Freeman,Virginia,2/7/2010,"
Virginia Association for Biological Farming (VABF)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Powerfarm,Falmouth,Maine,5/23/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Powers Farm Brewery,Midland,Virginia,2/20/2017,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Powisset Farm,Dover,Massachusetts,4/1/2019,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Pozo Organic Farm,Santa Margarita,California,2/23/2017,"
California Certified Organic Farmers (CCOF)
",1,0,0,1,0,0,0,0,1,1,0,0,0,0
PrairiErth Farm,Atlanta,Illinois,2/5/2018,"
Slow Food USA ()
American Pastured Poultry Producers (APPPA)
",1,1,0,1,0,0,0,0,0,1,0,0,0,0
Prairie Belle Enterprises,DeWitt,Iowa,2/5/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Blush Orchards,Lake Norden,South Dakota,9/21/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Bottom Farm,Coupeville,Washington,10/25/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Center Meats,Edgerton,Kansas,3/27/2020,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Prairie Coteau Farm,Astoria,South Dakota,7/20/2021,"
Land Stewardship Project (LSP)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
